year,month,hadcrut4,gistemp,berkeley,cowtan_way
1947,11,-0.061,-0.216,-0.083,-0.017
1947,12,-0.283,-0.396,-0.211,-0.224
1948,1,-0.019,-0.166,-0.088,-0.055
1948,2,-0.231,-0.386,-0.348,-0.282
1948,3,-0.286,-0.486,-0.367,-0.334
1948,4,-0.153,-0.346,-0.218,-0.198
1948,5,-0.007,-0.226,-0.117,-0.026
1948,6,-0.039,-0.276,-0.129,-0.049
1948,7,-0.212,-0.346,-0.27,-0.215
1948,8,-0.111,-0.356,-0.205,-0.12
1948,9,-0.164,-0.346,-0.291,-0.182
1948,10,-0.086,-0.306,-0.175,-0.088
1948,11,-0.167,-0.346,-0.343,-0.207
1948,12,-0.306,-0.456,-0.473,-0.453
1949,1,0.041,-0.136,-0.075,-0.066
1949,2,-0.252,-0.396,-0.357,-0.314
1949,3,-0.283,-0.256,-0.228,-0.232
1949,4,-0.104,-0.336,-0.249,-0.185
1949,5,-0.161,-0.316,-0.251,-0.21
1949,6,-0.292,-0.466,-0.458,-0.362
1949,7,-0.207,-0.376,-0.379,-0.291
1949,8,-0.15,-0.346,-0.299,-0.222
1949,9,-0.187,-0.376,-0.343,-0.257
1949,10,-0.142,-0.296,-0.203,-0.164
1949,11,-0.189,-0.326,-0.295,-0.197
1949,12,-0.298,-0.456,-0.223,-0.269
1950,1,-0.426,-0.566,-0.405,-0.395
1950,2,-0.358,-0.516,-0.509,-0.453
1950,3,-0.289,-0.296,-0.293,-0.335
1950,4,-0.281,-0.436,-0.386,-0.345
1950,5,-0.202,-0.326,-0.241,-0.246
1950,6,-0.184,-0.266,-0.213,-0.177
1950,7,-0.152,-0.336,-0.208,-0.139
1950,8,-0.228,-0.396,-0.353,-0.294
1950,9,-0.214,-0.356,-0.365,-0.298
1950,10,-0.237,-0.456,-0.345,-0.271
1950,11,-0.499,-0.616,-0.533,-0.458
1950,12,-0.358,-0.436,-0.35,-0.384
1951,1,-0.462,-0.586,-0.485,-0.486
1951,2,-0.569,-0.666,-0.576,-0.552
1951,3,-0.401,-0.446,-0.312,-0.364
1951,4,-0.216,-0.366,-0.217,-0.224
1951,5,-0.123,-0.236,-0.069,-0.045
1951,6,-0.075,-0.256,-0.089,-0.005
1951,7,-0.067,-0.206,-0.123,-0.088
1951,8,0.027,-0.176,0.01,0.087
1951,9,-0.017,-0.156,-0.097,0.003
1951,10,0.027,-0.186,-0.021,0.028
1951,11,-0.143,-0.256,-0.191,-0.131
1951,12,0.072,-0.096,0.044,0.034
1952,1,0.076,-0.116,0.027,0.037
1952,2,0.022,-0.136,-0.008,0.036
1952,3,-0.239,-0.336,-0.246,-0.255
1952,4,-0.055,-0.216,-0.096,-0.062
1952,5,-0.072,-0.256,-0.13,-0.075
1952,6,-0.069,-0.276,-0.114,-0.059
1952,7,-0.008,-0.196,-0.074,-0.006
1952,8,-0.015,-0.196,-0.073,-0.028
1952,9,-0.008,-0.166,-0.07,-0.018
1952,10,-0.115,-0.246,-0.139,-0.101
1952,11,-0.294,-0.376,-0.274,-0.181
1952,12,-0.17,-0.246,-0.093,-0.128
1953,1,-0.044,-0.156,-0.092,-0.087
1953,2,0.039,-0.096,0.001,0.052
1953,3,0.018,-0.126,-0.089,-0.073
1953,4,0.083,-0.056,0.119,0.149
1953,5,0.03,-0.146,0.022,0.046
1953,6,0.059,-0.136,0.031,0.103
1953,7,-0.06,-0.236,-0.078,-0.026
1953,8,-0.009,-0.176,-0.055,0.0
1953,9,-0.031,-0.196,-0.074,0.01
1953,10,-0.035,-0.176,-0.078,-0.027
1953,11,-0.175,-0.296,-0.205,-0.134
1953,12,-0.017,-0.216,-0.061,-0.082
1954,1,-0.345,-0.516,-0.372,-0.346
1954,2,-0.194,-0.366,-0.223,-0.195
1954,3,-0.261,-0.386,-0.264,-0.263
1954,4,-0.253,-0.396,-0.189,-0.176
1954,5,-0.313,-0.446,-0.237,-0.233
1954,6,-0.234,-0.406,-0.257,-0.209
1954,7,-0.307,-0.426,-0.33,-0.256
1954,8,-0.201,-0.396,-0.283,-0.207
1954,9,-0.194,-0.336,-0.287,-0.225
1954,10,-0.138,-0.276,-0.117,-0.072
1954,11,-0.086,-0.176,-0.055,-0.019
1954,12,-0.34,-0.446,-0.256,-0.295
1955,1,0.016,-0.096,0.025,0.019
1955,2,-0.276,-0.416,-0.343,-0.314
1955,3,-0.513,-0.586,-0.444,-0.476
1955,4,-0.354,-0.446,-0.303,-0.297
1955,5,-0.34,-0.446,-0.38,-0.348
1955,6,-0.271,-0.346,-0.269,-0.241
1955,7,-0.307,-0.366,-0.316,-0.264
1955,8,-0.17,-0.226,-0.082,-0.086
1955,9,-0.222,-0.346,-0.339,-0.241
1955,10,-0.274,-0.286,-0.185,-0.204
1955,11,-0.424,-0.476,-0.437,-0.413
1955,12,-0.445,-0.536,-0.401,-0.449
1956,1,-0.355,-0.396,-0.258,-0.317
1956,2,-0.454,-0.496,-0.339,-0.333
1956,3,-0.423,-0.466,-0.382,-0.414
1956,4,-0.443,-0.506,-0.406,-0.391
1956,5,-0.388,-0.546,-0.44,-0.396
1956,6,-0.338,-0.396,-0.365,-0.323
1956,7,-0.314,-0.356,-0.288,-0.242
1956,8,-0.358,-0.496,-0.472,-0.359
1956,9,-0.391,-0.436,-0.375,-0.334
1956,10,-0.341,-0.476,-0.458,-0.395
1956,11,-0.37,-0.406,-0.34,-0.258
1956,12,-0.317,-0.316,-0.151,-0.223
1957,1,-0.275,-0.346,-0.254,-0.281
1957,2,-0.239,-0.276,-0.205,-0.22
1957,3,-0.296,-0.296,-0.24,-0.274
1957,4,-0.172,-0.246,-0.105,-0.18
1957,5,-0.059,-0.146,-0.051,-0.026
1957,6,-0.026,-0.076,0.031,0.017
1957,7,-0.108,-0.226,-0.182,-0.099
1957,8,-0.015,-0.086,-0.017,0.032
1957,9,-0.071,-0.146,-0.116,-0.037
1957,10,-0.123,-0.226,-0.076,-0.09
1957,11,-0.053,-0.176,-0.125,-0.08
1957,12,0.043,-0.076,-0.027,-0.05
1958,1,0.159,0.154,0.172,0.168
1958,2,0.076,0.004,0.036,0.058
1958,3,-0.107,-0.126,-0.033,-0.074
1958,4,-0.073,-0.206,-0.107,-0.15
1958,5,-0.076,-0.176,-0.107,-0.081
1958,6,-0.123,-0.306,-0.284,-0.235
1958,7,-0.067,-0.186,-0.194,-0.079
1958,8,-0.104,-0.276,-0.252,-0.164
1958,9,-0.161,-0.256,-0.282,-0.173
1958,10,-0.094,-0.196,-0.123,-0.09
1958,11,-0.097,-0.216,-0.118,-0.092
1958,12,-0.078,-0.236,-0.085,-0.131
1959,1,-0.021,-0.156,-0.071,-0.092
1959,2,-0.075,-0.146,-0.135,-0.123
1959,3,-0.029,-0.056,-0.023,-0.078
1959,4,-0.062,-0.106,0.001,-0.03
1959,5,-0.118,-0.196,-0.114,-0.119
1959,6,-0.046,-0.216,-0.103,-0.04
1959,7,-0.078,-0.176,-0.178,-0.112
1959,8,-0.061,-0.256,-0.173,-0.077
1959,9,-0.067,-0.296,-0.282,-0.185
1959,10,-0.142,-0.326,-0.179,-0.12
1959,11,-0.219,-0.326,-0.288,-0.225
1959,12,-0.177,-0.256,-0.144,-0.187
1960,1,-0.14,-0.246,-0.152,-0.171
1960,2,-0.004,-0.076,-0.049,-0.023
1960,3,-0.422,-0.576,-0.474,-0.508
1960,4,-0.284,-0.376,-0.316,-0.339
1960,5,-0.264,-0.306,-0.267,-0.249
1960,6,-0.138,-0.276,-0.172,-0.139
1960,7,-0.136,-0.266,-0.222,-0.13
1960,8,-0.1,-0.226,-0.11,-0.06
1960,9,-0.044,-0.166,-0.131,-0.036
1960,10,-0.135,-0.166,-0.097,-0.068
1960,11,-0.257,-0.356,-0.322,-0.256
1960,12,0.038,-0.056,0.062,0.03
1961,1,-0.063,-0.166,-0.076,-0.128
1961,2,0.069,-0.046,0.019,0.023
1961,3,-0.015,-0.146,-0.059,-0.113
1961,4,-0.012,-0.116,0.028,0.001
1961,5,-0.016,-0.126,0.01,0.001
1961,6,0.003,-0.126,-0.056,-0.006
1961,7,-0.089,-0.236,-0.194,-0.091
1961,8,-0.075,-0.206,-0.189,-0.08
1961,9,-0.137,-0.166,-0.15,-0.114
1961,10,-0.141,-0.236,-0.179,-0.136
1961,11,-0.126,-0.206,-0.141,-0.099
1961,12,-0.225,-0.386,-0.262,-0.303
1962,1,-0.055,-0.166,-0.087,-0.121
1962,2,0.027,-0.096,-0.017,0.005
1962,3,-0.08,-0.116,-0.009,-0.047
1962,4,-0.084,-0.196,-0.076,-0.085
1962,5,-0.155,-0.276,-0.256,-0.209
1962,6,-0.16,-0.186,-0.163,-0.133
1962,7,-0.09,-0.216,-0.246,-0.139
1962,8,-0.113,-0.246,-0.245,-0.152
1962,9,-0.125,-0.226,-0.26,-0.162
1962,10,-0.066,-0.236,-0.195,-0.093
1962,11,-0.098,-0.166,-0.139,-0.072
1962,12,-0.12,-0.236,-0.148,-0.183
1963,1,-0.153,-0.256,-0.138,-0.164
1963,2,0.04,-0.036,-0.027,-0.007
1963,3,-0.255,-0.376,-0.353,-0.364
1963,4,-0.177,-0.296,-0.224,-0.222
1963,5,-0.13,-0.276,-0.237,-0.184
1963,6,-0.141,-0.186,-0.151,-0.127
1963,7,0.003,-0.146,-0.091,0.019
1963,8,0.018,0.034,0.046,0.093
1963,9,0.019,-0.036,-0.018,0.075
1963,10,0.117,-0.086,-0.064,0.026
1963,11,0.056,-0.086,-0.019,0.02
1963,12,-0.114,-0.246,-0.091,-0.109
1964,1,-0.161,-0.316,-0.213,-0.252
1964,2,-0.235,-0.366,-0.282,-0.265
1964,3,-0.386,-0.466,-0.431,-0.443
1964,4,-0.354,-0.546,-0.458,-0.479
1964,5,-0.285,-0.476,-0.453,-0.392
1964,6,-0.269,-0.256,-0.239,-0.186
1964,7,-0.28,-0.266,-0.317,-0.244
1964,8,-0.364,-0.446,-0.479,-0.383
1964,9,-0.39,-0.526,-0.53,-0.467
1964,10,-0.375,-0.546,-0.421,-0.36
1964,11,-0.403,-0.446,-0.396,-0.368
1964,12,-0.461,-0.536,-0.366,-0.415
1965,1,-0.214,-0.306,-0.181,-0.214
1965,2,-0.357,-0.406,-0.316,-0.331
1965,3,-0.326,-0.336,-0.318,-0.3
1965,4,-0.363,-0.426,-0.32,-0.36
1965,5,-0.27,-0.366,-0.268,-0.261
1965,6,-0.218,-0.326,-0.333,-0.275
1965,7,-0.291,-0.356,-0.386,-0.31
1965,8,-0.214,-0.266,-0.25,-0.196
1965,9,-0.196,-0.396,-0.397,-0.295
1965,10,-0.132,-0.286,-0.2,-0.15
1965,11,-0.238,-0.296,-0.231,-0.188
1965,12,-0.173,-0.296,-0.168,-0.194
1966,1,-0.202,-0.406,-0.281,-0.299
1966,2,-0.201,-0.236,-0.203,-0.199
1966,3,-0.175,-0.186,-0.209,-0.22
1966,4,-0.213,-0.366,-0.2,-0.229
1966,5,-0.246,-0.346,-0.267,-0.278
1966,6,-0.07,-0.226,-0.163,-0.114
1966,7,-0.078,-0.146,-0.086,-0.039
1966,8,-0.125,-0.316,-0.229,-0.153
1966,9,-0.146,-0.256,-0.194,-0.138
1966,10,-0.212,-0.386,-0.343,-0.256
1966,11,-0.203,-0.256,-0.218,-0.165
1966,12,-0.248,-0.286,-0.155,-0.176
1967,1,-0.28,-0.296,-0.229,-0.27
1967,2,-0.345,-0.446,-0.392,-0.395
1967,3,-0.158,-0.186,-0.124,-0.137
1967,4,-0.171,-0.286,-0.148,-0.178
1967,5,-0.032,-0.086,0.059,0.056
1967,6,-0.189,-0.316,-0.172,-0.135
1967,7,-0.171,-0.226,-0.141,-0.071
1967,8,-0.169,-0.226,-0.173,-0.135
1967,9,-0.201,-0.296,-0.217,-0.182
1967,10,-0.046,-0.146,-0.101,-0.058
1967,11,-0.167,-0.296,-0.258,-0.164
1967,12,-0.255,-0.266,-0.151,-0.163
1968,1,-0.349,-0.486,-0.326,-0.352
1968,2,-0.32,-0.386,-0.308,-0.309
1968,3,-0.072,-0.026,-0.019,-0.025
1968,4,-0.277,-0.286,-0.181,-0.212
1968,5,-0.326,-0.366,-0.275,-0.28
1968,6,-0.215,-0.306,-0.187,-0.17
1968,7,-0.21,-0.356,-0.314,-0.247
1968,8,-0.167,-0.326,-0.274,-0.185
1968,9,-0.194,-0.416,-0.385,-0.31
1968,10,-0.129,-0.126,-0.076,-0.04
1968,11,-0.179,-0.266,-0.257,-0.185
1968,12,-0.218,-0.356,-0.2,-0.223
1969,1,-0.28,-0.336,-0.177,-0.198
1969,2,-0.276,-0.376,-0.249,-0.246
1969,3,-0.113,-0.226,-0.151,-0.145
1969,4,-0.002,-0.056,0.04,-0.003
1969,5,0.024,-0.046,0.072,0.052
1969,6,-0.083,-0.186,-0.049,-0.039
1969,7,-0.07,-0.256,-0.259,-0.182
1969,8,-0.054,-0.206,-0.163,-0.085
1969,9,-0.089,-0.146,-0.129,-0.067
1969,10,-0.077,-0.106,-0.085,-0.057
1969,11,0.023,-0.106,-0.081,-0.006
1969,12,0.086,0.044,0.164,0.126
1970,1,-0.038,-0.146,0.002,-0.028
1970,2,0.036,-0.016,0.001,0.013
1970,3,-0.177,-0.156,-0.118,-0.133
1970,4,-0.052,-0.146,-0.064,-0.105
1970,5,-0.144,-0.276,-0.17,-0.186
1970,6,-0.123,-0.256,-0.195,-0.125
1970,7,-0.158,-0.256,-0.224,-0.169
1970,8,-0.201,-0.326,-0.332,-0.251
1970,9,-0.148,-0.126,-0.112,-0.065
1970,10,-0.183,-0.176,-0.168,-0.118
1970,11,-0.158,-0.216,-0.212,-0.14
1970,12,-0.274,-0.356,-0.248,-0.273
1971,1,-0.21,-0.256,-0.197,-0.21
1971,2,-0.397,-0.426,-0.35,-0.346
1971,3,-0.39,-0.406,-0.363,-0.369
1971,4,-0.345,-0.316,-0.227,-0.284
1971,5,-0.322,-0.286,-0.288,-0.315
1971,6,-0.343,-0.426,-0.342,-0.291
1971,7,-0.238,-0.346,-0.323,-0.253
1971,8,-0.276,-0.266,-0.267,-0.261
1971,9,-0.232,-0.276,-0.221,-0.19
1971,10,-0.273,-0.296,-0.232,-0.232
1971,11,-0.194,-0.286,-0.237,-0.179
1971,12,-0.307,-0.326,-0.278,-0.296
1972,1,-0.487,-0.476,-0.429,-0.467
1972,2,-0.399,-0.396,-0.369,-0.386
1972,3,-0.24,-0.216,-0.171,-0.208
1972,4,-0.185,-0.236,-0.171,-0.203
1972,5,-0.173,-0.276,-0.164,-0.202
1972,6,-0.1,-0.176,-0.133,-0.103
1972,7,-0.125,-0.226,-0.232,-0.165
1972,8,-0.092,-0.066,-0.035,-0.035
1972,9,-0.161,-0.216,-0.185,-0.153
1972,10,-0.101,-0.146,-0.17,-0.134
1972,11,-0.106,-0.196,-0.206,-0.146
1972,12,0.079,-0.046,0.035,-0.005
1973,1,0.039,0.054,0.06,-0.01
1973,2,0.17,0.074,0.112,0.079
1973,3,0.118,0.034,-0.002,0.012
1973,4,0.054,0.024,0.105,0.066
1973,5,-0.023,0.014,0.058,0.032
1973,6,0.002,-0.056,-0.034,0.003
1973,7,-0.082,-0.136,-0.163,-0.094
1973,8,-0.091,-0.206,-0.179,-0.127
1973,9,-0.15,-0.136,-0.215,-0.144
1973,10,-0.155,-0.096,-0.142,-0.108
1973,11,-0.207,-0.176,-0.198,-0.149
1973,12,-0.221,-0.296,-0.222,-0.239
1974,1,-0.48,-0.386,-0.365,-0.451
1974,2,-0.518,-0.526,-0.513,-0.57
1974,3,-0.337,-0.296,-0.324,-0.358
1974,4,-0.288,-0.356,-0.271,-0.318
1974,5,-0.304,-0.256,-0.262,-0.281
1974,6,-0.261,-0.296,-0.23,-0.195
1974,7,-0.235,-0.286,-0.287,-0.243
1974,8,-0.191,-0.126,-0.089,-0.045
1974,9,-0.237,-0.346,-0.269,-0.211
1974,10,-0.328,-0.316,-0.275,-0.255
1974,11,-0.325,-0.306,-0.266,-0.249
1974,12,-0.35,-0.326,-0.292,-0.341
1975,1,-0.183,-0.166,-0.166,-0.231
1975,2,-0.201,-0.176,-0.101,-0.142
1975,3,-0.185,-0.106,-0.076,-0.132
1975,4,-0.198,-0.186,-0.12,-0.16
1975,5,-0.194,-0.076,-0.046,-0.089
1975,6,-0.194,-0.236,-0.169,-0.169
1975,7,-0.218,-0.246,-0.288,-0.234
1975,8,-0.288,-0.426,-0.438,-0.369
1975,9,-0.234,-0.266,-0.283,-0.252
1975,10,-0.342,-0.326,-0.292,-0.253
1975,11,-0.427,-0.396,-0.47,-0.419
1975,12,-0.417,-0.406,-0.348,-0.399
1976,1,-0.341,-0.246,-0.268,-0.317
1976,2,-0.437,-0.296,-0.355,-0.404
1976,3,-0.553,-0.446,-0.471,-0.503
1976,4,-0.303,-0.316,-0.299,-0.326
1976,5,-0.425,-0.476,-0.482,-0.515
1976,6,-0.358,-0.396,-0.405,-0.393
1976,7,-0.29,-0.336,-0.306,-0.239
1976,8,-0.31,-0.386,-0.391,-0.354
1976,9,-0.27,-0.326,-0.27,-0.262
1976,10,-0.424,-0.496,-0.434,-0.405
1976,11,-0.288,-0.276,-0.306,-0.292
1976,12,-0.195,-0.136,-0.101,-0.166
1977,1,-0.182,-0.046,0.058,-0.017
1977,2,-0.031,-0.016,-0.019,-0.037
1977,3,-0.006,0.014,-0.063,-0.081
1977,4,-0.014,0.044,0.026,-0.029
1977,5,-0.036,0.064,0.116,0.033
1977,6,0.004,0.004,0.063,0.054
1977,7,-0.043,-0.036,-0.039,-0.008
1977,8,-0.109,-0.076,0.0,-0.022
1977,9,-0.075,-0.236,-0.221,-0.153
1977,10,-0.113,-0.216,-0.198,-0.173
1977,11,0.033,-0.066,-0.089,-0.03
1977,12,-0.159,-0.206,-0.171,-0.21
1978,1,-0.091,-0.176,-0.132,-0.147
1978,2,-0.143,-0.096,-0.086,-0.106
1978,3,-0.08,-0.026,-0.073,-0.093
1978,4,-0.169,-0.086,-0.038,-0.095
1978,5,-0.193,-0.176,-0.119,-0.149
1978,6,-0.243,-0.256,-0.266,-0.264
1978,7,-0.174,-0.206,-0.212,-0.173
1978,8,-0.293,-0.406,-0.476,-0.403
1978,9,-0.162,-0.176,-0.171,-0.138
1978,10,-0.22,-0.236,-0.262,-0.238
1978,11,-0.062,-0.076,-0.088,-0.035
1978,12,-0.206,-0.136,-0.139,-0.169
1979,1,-0.137,-0.116,-0.089,-0.115
1979,2,-0.246,-0.336,-0.345,-0.348
1979,3,-0.092,-0.056,-0.075,-0.109
1979,4,-0.158,-0.106,-0.03,-0.09
1979,5,-0.141,-0.186,-0.186,-0.227
1979,6,-0.05,-0.106,-0.163,-0.121
1979,7,-0.054,-0.216,-0.233,-0.165
1979,8,-0.025,-0.096,-0.098,-0.068
1979,9,-0.016,0.014,0.002,-0.019
1979,10,0.027,0.004,-0.024,-0.008
1979,11,0.038,0.044,-0.009,0.045
1979,12,0.247,0.234,0.244,0.213
1980,1,0.026,0.064,0.107,0.056
1980,2,0.109,0.184,0.183,0.189
1980,3,-0.039,0.064,0.106,0.059
1980,4,0.036,0.094,0.163,0.084
1980,5,0.034,0.124,0.121,0.066
1980,6,-0.038,-0.066,-0.051,-0.059
1980,7,-0.047,0.044,0.045,0.051
1980,8,-0.07,-0.006,0.0,-0.001
1980,9,-0.069,-0.046,-0.06,-0.029
1980,10,-0.097,-0.056,-0.111,-0.076
1980,11,0.021,0.054,-0.015,0.048
1980,12,-0.053,-0.046,-0.062,-0.087
1981,1,0.221,0.314,0.314,0.277
1981,2,0.089,0.174,0.144,0.118
1981,3,0.1,0.254,0.2,0.148
1981,4,0.023,0.074,0.062,-0.03
1981,5,-0.042,0.004,0.003,-0.038
1981,6,0.017,0.084,0.104,0.092
1981,7,-0.019,0.104,0.093,0.112
1981,8,0.013,0.084,0.123,0.121
1981,9,-0.036,-0.066,-0.054,-0.004
1981,10,-0.104,-0.096,-0.128,-0.1
1981,11,-0.036,0.004,-0.076,-0.021
1981,12,0.157,0.194,0.209,0.18
1982,1,-0.153,-0.136,-0.136,-0.17
1982,2,-0.102,-0.086,-0.116,-0.1
1982,3,-0.237,-0.246,-0.273,-0.312
1982,4,-0.079,-0.136,-0.163,-0.165
1982,5,-0.068,-0.076,-0.106,-0.114
1982,6,-0.163,-0.186,-0.212,-0.192
1982,7,-0.124,-0.106,-0.142,-0.101
1982,8,-0.117,-0.166,-0.201,-0.173
1982,9,-0.033,-0.096,-0.129,-0.105
1982,10,-0.102,-0.106,-0.124,-0.069
1982,11,-0.117,-0.086,-0.176,-0.111
1982,12,0.142,0.194,0.17,0.126
1983,1,0.32,0.284,0.232,0.233
1983,2,0.205,0.164,0.172,0.145
1983,3,0.105,0.184,0.106,0.073
1983,4,0.012,0.074,0.08,0.001
1983,5,0.029,0.124,0.14,0.076
1983,6,0.026,-0.036,-0.039,-0.004
1983,7,0.044,-0.066,-0.095,-0.036
1983,8,0.092,0.094,0.111,0.123
1983,9,0.08,0.154,0.135,0.154
1983,10,-0.009,-0.076,-0.107,-0.066
1983,11,0.148,0.084,-0.002,0.086
1983,12,-0.019,-0.066,-0.03,-0.038
1984,1,0.01,0.064,0.034,0.002
1984,2,-0.095,-0.066,-0.123,-0.159
1984,3,-0.059,0.054,0.027,-0.025
1984,4,-0.154,-0.156,-0.093,-0.151
1984,5,-0.016,0.094,0.118,0.072
1984,6,-0.123,-0.186,-0.172,-0.173
1984,7,-0.145,-0.066,-0.22,-0.158
1984,8,-0.067,-0.076,-0.096,-0.043
1984,9,-0.075,-0.026,-0.052,0.002
1984,10,-0.13,-0.076,-0.157,-0.139
1984,11,-0.229,-0.176,-0.282,-0.192
1984,12,-0.382,-0.286,-0.283,-0.318
1985,1,-0.097,-0.016,0.03,-0.015
1985,2,-0.241,-0.306,-0.221,-0.236
1985,3,-0.134,-0.066,-0.074,-0.113
1985,4,-0.148,-0.126,-0.102,-0.174
1985,5,-0.111,-0.066,-0.088,-0.137
1985,6,-0.169,-0.066,-0.11,-0.09
1985,7,-0.168,-0.246,-0.282,-0.222
1985,8,-0.082,-0.096,-0.062,-0.036
1985,9,-0.14,-0.086,-0.104,-0.083
1985,10,-0.09,-0.126,-0.151,-0.11
1985,11,-0.18,-0.156,-0.225,-0.155
1985,12,-0.094,-0.086,-0.065,-0.098
1986,1,0.016,0.044,-0.026,-0.034
1986,2,-0.018,0.154,0.148,0.125
1986,3,-0.033,0.034,0.0,-0.047
1986,4,-0.03,0.004,0.055,-0.035
1986,5,-0.063,0.004,-0.003,-0.063
1986,6,-0.059,-0.126,-0.163,-0.144
1986,7,-0.11,-0.126,-0.156,-0.13
1986,8,-0.106,-0.116,-0.085,-0.085
1986,9,-0.097,-0.236,-0.189,-0.171
1986,10,-0.042,-0.106,-0.125,-0.079
1986,11,-0.115,-0.126,-0.196,-0.13
1986,12,-0.098,-0.076,-0.091,-0.144
1987,1,0.004,0.124,0.071,0.023
1987,2,0.194,0.214,0.117,0.118
1987,3,-0.086,-0.076,-0.055,-0.1
1987,4,-0.013,-0.016,0.025,-0.045
1987,5,0.04,0.014,0.047,-0.02
1987,6,0.019,0.134,0.101,0.066
1987,7,0.161,0.214,0.175,0.198
1987,8,0.129,0.044,0.035,0.046
1987,9,0.166,0.154,0.065,0.096
1987,10,0.096,0.084,0.034,0.068
1987,11,0.089,0.014,-0.073,0.014
1987,12,0.214,0.244,0.243,0.183
1988,1,0.28,0.334,0.288,0.264
1988,2,0.125,0.194,0.155,0.145
1988,3,0.154,0.274,0.188,0.181
1988,4,0.117,0.214,0.219,0.132
1988,5,0.103,0.204,0.174,0.143
1988,6,0.113,0.194,0.169,0.155
1988,7,0.065,0.104,0.057,0.063
1988,8,0.068,0.234,0.15,0.108
1988,9,0.075,0.174,0.093,0.111
1988,10,0.031,0.164,0.045,0.091
1988,11,-0.081,-0.116,-0.22,-0.128
1988,12,0.038,0.094,0.004,0.002
1989,1,-0.096,-0.086,-0.197,-0.225
1989,2,0.041,0.114,0.074,0.069
1989,3,0.028,0.134,0.033,0.0
1989,4,-0.027,0.094,0.062,-0.039
1989,5,-0.029,-0.066,-0.146,-0.124
1989,6,-0.034,-0.086,-0.127,-0.089
1989,7,0.048,0.094,0.039,0.091
1989,8,0.069,0.134,0.034,0.061
1989,9,0.034,0.134,0.058,0.114
1989,10,0.043,0.084,0.055,0.068
1989,11,-0.048,-0.036,-0.14,-0.086
1989,12,0.093,0.144,0.151,0.105
1990,1,0.109,0.164,0.167,0.119
1990,2,0.199,0.174,0.109,0.12
1990,3,0.454,0.524,0.457,0.433
1990,4,0.258,0.314,0.359,0.315
1990,5,0.17,0.224,0.259,0.204
1990,6,0.169,0.144,0.145,0.157
1990,7,0.123,0.194,0.183,0.194
1990,8,0.142,0.064,0.069,0.086
1990,9,0.07,0.054,0.015,0.04
1990,10,0.224,0.174,0.149,0.242
1990,11,0.21,0.214,0.133,0.183
1990,12,0.14,0.174,0.158,0.108
1991,1,0.18,0.164,0.155,0.133
1991,2,0.19,0.254,0.226,0.22
1991,3,0.09,0.114,0.107,0.087
1991,4,0.275,0.284,0.312,0.27
1991,5,0.195,0.134,0.164,0.159
1991,6,0.198,0.294,0.257,0.245
1991,7,0.199,0.234,0.226,0.294
1991,8,0.15,0.154,0.178,0.204
1991,9,0.135,0.244,0.18,0.209
1991,10,0.083,0.064,0.067,0.079
1991,11,0.052,0.074,0.026,0.082
1991,12,0.012,0.084,0.11,0.056
1992,1,0.259,0.204,0.237,0.21
1992,2,0.211,0.174,0.179,0.148
1992,3,0.15,0.234,0.196,0.164
1992,4,0.029,-0.006,0.079,0.009
1992,5,0.065,0.084,0.079,0.058
1992,6,0.022,0.014,0.032,0.022
1992,7,-0.124,-0.126,-0.116,-0.126
1992,8,-0.101,-0.166,-0.158,-0.114
1992,9,-0.172,-0.246,-0.274,-0.224
1992,10,-0.156,-0.146,-0.209,-0.15
1992,11,-0.192,-0.206,-0.254,-0.193
1992,12,-0.026,-0.026,-0.014,-0.06
1993,1,0.199,0.134,0.148,0.153
1993,2,0.145,0.144,0.134,0.12
1993,3,0.131,0.124,0.113,0.099
1993,4,0.023,0.024,0.088,0.016
1993,5,0.07,0.034,0.035,0.028
1993,6,0.071,0.014,0.02,0.045
1993,7,0.023,0.044,0.0,0.027
1993,8,-0.011,-0.106,-0.086,-0.065
1993,9,-0.038,-0.136,-0.082,-0.033
1993,10,0.001,-0.016,-0.001,0.022
1993,11,-0.144,-0.176,-0.164,-0.108
1993,12,0.021,-0.076,-0.041,-0.059
1994,1,0.074,0.034,0.026,0.024
1994,2,-0.156,-0.216,-0.189,-0.173
1994,3,0.114,0.024,0.078,0.066
1994,4,0.102,0.164,0.168,0.11
1994,5,0.16,0.044,0.076,0.106
1994,6,0.154,0.184,0.184,0.205
1994,7,0.062,0.064,0.025,0.087
1994,8,0.078,-0.026,-0.048,0.028
1994,9,0.082,0.054,0.065,0.098
1994,10,0.203,0.174,0.179,0.234
1994,11,0.206,0.224,0.139,0.213
1994,12,0.138,0.124,0.12,0.07
1995,1,0.313,0.274,0.236,0.237
1995,2,0.493,0.544,0.467,0.474
1995,3,0.214,0.214,0.192,0.179
1995,4,0.177,0.234,0.279,0.231
1995,5,0.11,0.024,0.073,0.05
1995,6,0.204,0.174,0.207,0.23
1995,7,0.223,0.234,0.242,0.296
1995,8,0.249,0.214,0.27,0.258
1995,9,0.155,0.084,0.117,0.133
1995,10,0.228,0.234,0.226,0.248
1995,11,0.216,0.214,0.18,0.232
1995,12,0.024,0.044,0.061,0.002
1996,1,0.008,0.014,0.062,0.033
1996,2,0.215,0.244,0.298,0.28
1996,3,0.078,0.084,0.162,0.125
1996,4,0.022,0.124,0.185,0.081
1996,5,0.116,0.024,0.029,0.068
