year,month,hadcrut4,gistemp,berkeley,cowtan_way
1901,1,-0.284,-0.466,-0.512,-0.418
1901,2,-0.38,-0.266,-0.325,-0.29
1901,3,-0.344,-0.146,-0.249,-0.284
1901,4,-0.295,-0.266,-0.264,-0.232
1901,5,-0.304,-0.396,-0.373,-0.279
1901,6,-0.254,-0.346,-0.428,-0.268
1901,7,-0.296,-0.376,-0.47,-0.343
1901,8,-0.304,-0.426,-0.419,-0.281
1901,9,-0.451,-0.446,-0.505,-0.378
1901,10,-0.406,-0.526,-0.509,-0.396
1901,11,-0.55,-0.386,-0.542,-0.465
1901,12,-0.536,-0.496,-0.486,-0.512
1902,1,-0.34,-0.426,-0.503,-0.48
1902,2,-0.368,-0.256,-0.321,-0.3
1902,3,-0.506,-0.516,-0.605,-0.572
1902,4,-0.559,-0.536,-0.532,-0.496
1902,5,-0.509,-0.586,-0.574,-0.525
1902,6,-0.532,-0.576,-0.588,-0.505
1902,7,-0.499,-0.516,-0.504,-0.408
1902,8,-0.476,-0.556,-0.502,-0.412
1902,9,-0.469,-0.516,-0.521,-0.384
1902,10,-0.585,-0.526,-0.587,-0.533
1902,11,-0.646,-0.616,-0.773,-0.654
1902,12,-0.634,-0.686,-0.746,-0.679
1903,1,-0.377,-0.486,-0.472,-0.475
1903,2,-0.289,-0.266,-0.367,-0.262
1903,3,-0.466,-0.456,-0.507,-0.488
1903,4,-0.581,-0.656,-0.685,-0.624
1903,5,-0.571,-0.676,-0.647,-0.595
1903,6,-0.645,-0.686,-0.748,-0.643
1903,7,-0.593,-0.606,-0.678,-0.539
1903,8,-0.695,-0.706,-0.785,-0.652
1903,9,-0.626,-0.706,-0.801,-0.583
1903,10,-0.761,-0.706,-0.761,-0.707
1903,11,-0.742,-0.666,-0.782,-0.684
1903,12,-0.712,-0.746,-0.717,-0.673
1904,1,-0.752,-0.896,-0.84,-0.803
1904,2,-0.698,-0.806,-0.846,-0.77
1904,3,-0.769,-0.736,-0.677,-0.709
1904,4,-0.661,-0.766,-0.722,-0.635
1904,5,-0.635,-0.776,-0.714,-0.669
1904,6,-0.63,-0.736,-0.697,-0.595
1904,7,-0.63,-0.766,-0.719,-0.58
1904,8,-0.585,-0.726,-0.706,-0.581
1904,9,-0.586,-0.756,-0.802,-0.619
1904,10,-0.581,-0.616,-0.696,-0.585
1904,11,-0.495,-0.436,-0.492,-0.439
1904,12,-0.515,-0.566,-0.536,-0.501
1905,1,-0.568,-0.616,-0.531,-0.516
1905,2,-0.811,-0.816,-0.828,-0.766
1905,3,-0.57,-0.446,-0.523,-0.554
1905,4,-0.663,-0.576,-0.594,-0.586
1905,5,-0.452,-0.546,-0.499,-0.451
1905,6,-0.422,-0.526,-0.53,-0.4
1905,7,-0.405,-0.516,-0.576,-0.416
1905,8,-0.409,-0.446,-0.512,-0.397
1905,9,-0.421,-0.406,-0.529,-0.401
1905,10,-0.471,-0.476,-0.521,-0.424
1905,11,-0.326,-0.326,-0.395,-0.282
1905,12,-0.307,-0.406,-0.501,-0.38
1906,1,-0.183,-0.496,-0.537,-0.433
1906,2,-0.333,-0.526,-0.544,-0.408
1906,3,-0.392,-0.386,-0.347,-0.306
1906,4,-0.223,-0.266,-0.246,-0.196
1906,5,-0.437,-0.466,-0.482,-0.455
1906,6,-0.395,-0.436,-0.464,-0.316
1906,7,-0.423,-0.476,-0.529,-0.432
1906,8,-0.427,-0.416,-0.488,-0.331
1906,9,-0.493,-0.486,-0.58,-0.427
1906,10,-0.459,-0.406,-0.413,-0.372
1906,11,-0.535,-0.596,-0.617,-0.488
1906,12,-0.391,-0.376,-0.39,-0.371
1907,1,-0.539,-0.626,-0.623,-0.549
1907,2,-0.62,-0.726,-0.826,-0.689
1907,3,-0.446,-0.486,-0.482,-0.388
1907,4,-0.615,-0.606,-0.581,-0.479
1907,5,-0.663,-0.686,-0.721,-0.648
1907,6,-0.632,-0.656,-0.678,-0.564
1907,7,-0.51,-0.586,-0.626,-0.46
1907,8,-0.56,-0.566,-0.666,-0.558
1907,9,-0.513,-0.546,-0.632,-0.495
1907,10,-0.467,-0.456,-0.433,-0.366
1907,11,-0.689,-0.696,-0.76,-0.621
1907,12,-0.633,-0.696,-0.694,-0.665
1908,1,-0.52,-0.646,-0.621,-0.549
1908,2,-0.521,-0.526,-0.538,-0.463
1908,3,-0.744,-0.756,-0.841,-0.81
1908,4,-0.658,-0.666,-0.71,-0.66
1908,5,-0.582,-0.626,-0.503,-0.471
1908,6,-0.58,-0.636,-0.552,-0.499
1908,7,-0.577,-0.616,-0.572,-0.48
1908,8,-0.64,-0.686,-0.71,-0.584
1908,9,-0.562,-0.576,-0.575,-0.451
1908,10,-0.687,-0.666,-0.69,-0.589
1908,11,-0.704,-0.716,-0.866,-0.698
1908,12,-0.676,-0.706,-0.769,-0.68
1909,1,-0.687,-0.906,-0.96,-0.829
1909,2,-0.639,-0.686,-0.704,-0.604
1909,3,-0.798,-0.726,-0.784,-0.83
1909,4,-0.712,-0.816,-0.764,-0.716
1909,5,-0.694,-0.776,-0.724,-0.645
1909,6,-0.62,-0.746,-0.709,-0.612
1909,7,-0.681,-0.666,-0.736,-0.628
1909,8,-0.425,-0.526,-0.566,-0.39
1909,9,-0.506,-0.566,-0.695,-0.543
1909,10,-0.589,-0.586,-0.664,-0.575
1909,11,-0.528,-0.526,-0.637,-0.518
1909,12,-0.699,-0.766,-0.727,-0.693
1910,1,-0.46,-0.656,-0.632,-0.55
1910,2,-0.622,-0.656,-0.717,-0.608
1910,3,-0.595,-0.726,-0.769,-0.735
1910,4,-0.558,-0.616,-0.668,-0.634
1910,5,-0.574,-0.566,-0.562,-0.538
1910,6,-0.59,-0.596,-0.639,-0.542
1910,7,-0.574,-0.566,-0.643,-0.561
1910,8,-0.544,-0.586,-0.624,-0.466
1910,9,-0.549,-0.586,-0.655,-0.531
1910,10,-0.59,-0.606,-0.601,-0.474
1910,11,-0.76,-0.756,-0.854,-0.769
1910,12,-0.774,-0.886,-0.971,-0.873
1911,1,-0.662,-0.856,-0.906,-0.751
1911,2,-0.861,-0.796,-0.859,-0.78
1911,3,-0.809,-0.816,-0.85,-0.815
1911,4,-0.825,-0.756,-0.743,-0.731
1911,5,-0.708,-0.736,-0.751,-0.713
1911,6,-0.675,-0.696,-0.744,-0.636
1911,7,-0.618,-0.626,-0.71,-0.591
1911,8,-0.608,-0.636,-0.68,-0.554
1911,9,-0.619,-0.596,-0.711,-0.597
1911,10,-0.573,-0.446,-0.49,-0.456
1911,11,-0.482,-0.396,-0.541,-0.443
1911,12,-0.401,-0.436,-0.528,-0.452
1912,1,-0.469,-0.486,-0.482,-0.43
1912,2,-0.396,-0.336,-0.439,-0.41
1912,3,-0.493,-0.566,-0.659,-0.612
1912,4,-0.45,-0.416,-0.389,-0.385
1912,5,-0.483,-0.436,-0.481,-0.421
1912,6,-0.42,-0.486,-0.46,-0.382
1912,7,-0.561,-0.666,-0.734,-0.592
1912,8,-0.667,-0.766,-0.818,-0.683
1912,9,-0.665,-0.736,-0.89,-0.705
1912,10,-0.749,-0.786,-0.888,-0.777
1912,11,-0.626,-0.596,-0.719,-0.599
1912,12,-0.592,-0.646,-0.726,-0.658
1913,1,-0.559,-0.636,-0.739,-0.638
1913,2,-0.616,-0.646,-0.705,-0.616
1913,3,-0.645,-0.646,-0.646,-0.632
1913,4,-0.539,-0.616,-0.531,-0.462
1913,5,-0.621,-0.686,-0.618,-0.568
1913,6,-0.613,-0.706,-0.68,-0.628
1913,7,-0.539,-0.586,-0.643,-0.557
1913,8,-0.498,-0.556,-0.577,-0.479
1913,9,-0.534,-0.576,-0.66,-0.516
1913,10,-0.533,-0.556,-0.587,-0.476
1913,11,-0.372,-0.406,-0.526,-0.397
1913,12,-0.34,-0.256,-0.282,-0.248
1914,1,-0.187,-0.176,-0.237,-0.168
1914,2,-0.319,-0.326,-0.502,-0.32
1914,3,-0.434,-0.446,-0.547,-0.513
1914,4,-0.498,-0.506,-0.509,-0.471
1914,5,-0.39,-0.446,-0.417,-0.362
1914,6,-0.389,-0.486,-0.463,-0.378
1914,7,-0.436,-0.466,-0.539,-0.456
1914,8,-0.322,-0.356,-0.422,-0.263
1914,9,-0.363,-0.346,-0.447,-0.342
1914,10,-0.254,-0.256,-0.319,-0.246
1914,11,-0.291,-0.396,-0.478,-0.352
1914,12,-0.357,-0.296,-0.27,-0.256
1915,1,-0.219,-0.396,-0.431,-0.371
1915,2,-0.152,-0.226,-0.347,-0.273
1915,3,-0.295,-0.316,-0.274,-0.259
1915,4,-0.154,-0.166,-0.132,-0.158
1915,5,-0.304,-0.286,-0.228,-0.162
1915,6,-0.323,-0.426,-0.447,-0.302
1915,7,-0.208,-0.326,-0.384,-0.291
1915,8,-0.173,-0.416,-0.325,-0.144
1915,9,-0.236,-0.386,-0.431,-0.255
1915,10,-0.363,-0.466,-0.518,-0.433
1915,11,-0.246,-0.346,-0.378,-0.284
1915,12,-0.361,-0.386,-0.479,-0.408
1916,1,-0.343,-0.306,-0.403,-0.419
1916,2,-0.289,-0.346,-0.428,-0.308
1916,3,-0.514,-0.506,-0.471,-0.493
1916,4,-0.447,-0.516,-0.499,-0.426
1916,5,-0.459,-0.536,-0.53,-0.441
1916,6,-0.58,-0.686,-0.609,-0.519
1916,7,-0.486,-0.576,-0.607,-0.466
1916,8,-0.45,-0.476,-0.575,-0.429
1916,9,-0.443,-0.536,-0.645,-0.452
1916,10,-0.503,-0.486,-0.653,-0.557
1916,11,-0.68,-0.616,-0.808,-0.737
1916,12,-0.737,-1.016,-1.047,-0.914
1917,1,-0.788,-0.806,-0.913,-0.86
1917,2,-0.873,-0.836,-0.893,-0.819
1917,3,-0.94,-0.826,-0.814,-0.838
1917,4,-0.585,-0.726,-0.684,-0.586
1917,5,-0.77,-0.766,-0.777,-0.677
1917,6,-0.465,-0.656,-0.704,-0.547
1917,7,-0.23,-0.466,-0.465,-0.337
1917,8,-0.334,-0.436,-0.541,-0.362
1917,9,-0.233,-0.396,-0.562,-0.327
1917,10,-0.493,-0.616,-0.695,-0.563
1917,11,-0.494,-0.506,-0.672,-0.588
1917,12,-0.743,-0.896,-0.912,-0.867
1918,1,-0.609,-0.636,-0.678,-0.639
1918,2,-0.622,-0.536,-0.706,-0.662
1918,3,-0.553,-0.466,-0.596,-0.589
1918,4,-0.598,-0.666,-0.699,-0.668
1918,5,-0.534,-0.676,-0.656,-0.536
1918,6,-0.437,-0.576,-0.594,-0.51
1918,7,-0.444,-0.536,-0.578,-0.499
1918,8,-0.466,-0.516,-0.596,-0.439
1918,9,-0.351,-0.366,-0.43,-0.299
1918,10,-0.203,-0.266,-0.272,-0.252
1918,11,-0.158,-0.326,-0.416,-0.216
1918,12,-0.34,-0.496,-0.494,-0.449
1919,1,-0.214,-0.416,-0.404,-0.363
1919,2,-0.193,-0.446,-0.398,-0.29
1919,3,-0.414,-0.416,-0.398,-0.453
1919,4,-0.18,-0.346,-0.246,-0.272
1919,5,-0.363,-0.496,-0.427,-0.385
1919,6,-0.36,-0.586,-0.513,-0.409
1919,7,-0.47,-0.506,-0.55,-0.448
1919,8,-0.444,-0.546,-0.508,-0.432
1919,9,-0.347,-0.436,-0.498,-0.364
1919,10,-0.404,-0.406,-0.422,-0.348
1919,11,-0.64,-0.626,-0.74,-0.641
1919,12,-0.568,-0.636,-0.628,-0.623
1920,1,-0.347,-0.446,-0.44,-0.381
1920,2,-0.535,-0.446,-0.614,-0.588
1920,3,-0.227,-0.306,-0.335,-0.273
1920,4,-0.372,-0.476,-0.386,-0.363
1920,5,-0.308,-0.486,-0.42,-0.368
1920,6,-0.319,-0.586,-0.483,-0.328
1920,7,-0.393,-0.536,-0.472,-0.357
1920,8,-0.341,-0.466,-0.449,-0.344
1920,9,-0.247,-0.406,-0.425,-0.278
1920,10,-0.341,-0.476,-0.398,-0.351
1920,11,-0.397,-0.486,-0.498,-0.38
1920,12,-0.466,-0.646,-0.649,-0.547
1921,1,-0.249,-0.236,-0.279,-0.313
1921,2,-0.291,-0.406,-0.411,-0.325
1921,3,-0.357,-0.436,-0.509,-0.462
1921,4,-0.328,-0.516,-0.483,-0.382
1921,5,-0.311,-0.506,-0.499,-0.413
1921,6,-0.229,-0.496,-0.379,-0.234
1921,7,-0.248,-0.366,-0.376,-0.291
1921,8,-0.391,-0.456,-0.519,-0.399
1921,9,-0.273,-0.386,-0.396,-0.237
1921,10,-0.25,-0.246,-0.275,-0.221
1921,11,-0.409,-0.346,-0.339,-0.256
1921,12,-0.255,-0.386,-0.295,-0.311
1922,1,-0.495,-0.556,-0.486,-0.48
1922,2,-0.383,-0.656,-0.615,-0.49
1922,3,-0.375,-0.346,-0.351,-0.394
1922,4,-0.343,-0.466,-0.33,-0.27
1922,5,-0.479,-0.556,-0.547,-0.508
1922,6,-0.432,-0.536,-0.478,-0.378
1922,7,-0.337,-0.476,-0.419,-0.299
1922,8,-0.456,-0.526,-0.583,-0.445
1922,9,-0.39,-0.536,-0.585,-0.421
1922,10,-0.438,-0.546,-0.577,-0.47
1922,11,-0.4,-0.356,-0.491,-0.383
1922,12,-0.416,-0.406,-0.403,-0.381
1923,1,-0.345,-0.506,-0.507,-0.509
1923,2,-0.527,-0.586,-0.637,-0.555
1923,3,-0.52,-0.566,-0.602,-0.576
1923,4,-0.468,-0.616,-0.541,-0.482
1923,5,-0.427,-0.566,-0.538,-0.466
1923,6,-0.351,-0.486,-0.423,-0.301
1923,7,-0.46,-0.516,-0.583,-0.463
1923,8,-0.485,-0.516,-0.549,-0.442
1923,9,-0.435,-0.496,-0.565,-0.416
1923,10,-0.378,-0.326,-0.294,-0.261
1923,11,-0.129,-0.216,-0.188,-0.059
1923,12,-0.122,-0.246,-0.199,-0.183
1924,1,-0.423,-0.436,-0.459,-0.439
1924,2,-0.312,-0.456,-0.447,-0.35
1924,3,-0.379,-0.286,-0.251,-0.248
1924,4,-0.391,-0.536,-0.48,-0.385
1924,5,-0.353,-0.406,-0.372,-0.322
1924,6,-0.322,-0.446,-0.437,-0.348
1924,7,-0.371,-0.486,-0.475,-0.37
1924,8,-0.392,-0.556,-0.534,-0.363
1924,9,-0.392,-0.526,-0.536,-0.372
1924,10,-0.424,-0.556,-0.541,-0.441
1924,11,-0.469,-0.416,-0.445,-0.342
1924,12,-0.638,-0.636,-0.557,-0.562
1925,1,-0.511,-0.586,-0.613,-0.586
1925,2,-0.416,-0.606,-0.688,-0.591
1925,3,-0.338,-0.476,-0.469,-0.425
1925,4,-0.381,-0.476,-0.472,-0.44
1925,5,-0.364,-0.516,-0.452,-0.372
1925,6,-0.365,-0.556,-0.491,-0.401
1925,7,-0.322,-0.506,-0.455,-0.349
1925,8,-0.236,-0.386,-0.379,-0.239
1925,9,-0.299,-0.376,-0.415,-0.276
1925,10,-0.417,-0.396,-0.36,-0.329
1925,11,-0.171,-0.186,-0.231,-0.112
1925,12,-0.107,-0.136,-0.037,-0.041
1926,1,-0.022,-0.026,0.02,0.037
1926,2,-0.15,-0.156,-0.217,-0.18
1926,3,-0.136,-0.106,-0.071,-0.098
1926,4,-0.284,-0.346,-0.299,-0.26
1926,5,-0.325,-0.436,-0.409,-0.306
1926,6,-0.195,-0.446,-0.392,-0.237
1926,7,-0.347,-0.466,-0.424,-0.319
1926,8,-0.198,-0.356,-0.314,-0.177
1926,9,-0.205,-0.346,-0.308,-0.166
1926,10,-0.196,-0.316,-0.207,-0.167
1926,11,-0.217,-0.266,-0.28,-0.184
1926,12,-0.352,-0.496,-0.449,-0.414
1927,1,-0.369,-0.496,-0.434,-0.411
1927,2,-0.254,-0.406,-0.377,-0.282
1927,3,-0.441,-0.586,-0.593,-0.517
1927,4,-0.366,-0.526,-0.492,-0.403
1927,5,-0.365,-0.476,-0.389,-0.294
1927,6,-0.344,-0.486,-0.446,-0.343
1927,7,-0.255,-0.396,-0.391,-0.263
1927,8,-0.253,-0.426,-0.377,-0.286
1927,9,-0.242,-0.326,-0.323,-0.188
1927,10,-0.146,-0.226,-0.138,-0.06
1927,11,-0.281,-0.256,-0.273,-0.204
1927,12,-0.53,-0.546,-0.463,-0.478
1928,1,-0.162,-0.226,-0.067,-0.1
1928,2,-0.241,-0.296,-0.238,-0.179
1928,3,-0.452,-0.496,-0.403,-0.371
1928,4,-0.359,-0.506,-0.387,-0.327
1928,5,-0.389,-0.516,-0.477,-0.381
1928,6,-0.445,-0.596,-0.572,-0.422
1928,7,-0.274,-0.406,-0.399,-0.262
1928,8,-0.284,-0.436,-0.431,-0.26
1928,9,-0.329,-0.406,-0.463,-0.331
1928,10,-0.269,-0.396,-0.353,-0.262
1928,11,-0.261,-0.306,-0.311,-0.223
1928,12,-0.348,-0.396,-0.338,-0.333
1929,1,-0.595,-0.676,-0.598,-0.567
1929,2,-0.778,-0.816,-0.725,-0.669
1929,3,-0.517,-0.536,-0.592,-0.56
1929,4,-0.497,-0.616,-0.56,-0.478
1929,5,-0.499,-0.606,-0.624,-0.541
1929,6,-0.459,-0.626,-0.634,-0.483
1929,7,-0.466,-0.556,-0.633,-0.499
1929,8,-0.293,-0.526,-0.482,-0.344
1929,9,-0.373,-0.456,-0.466,-0.321
1929,10,-0.284,-0.346,-0.329,-0.273
1929,11,-0.18,-0.346,-0.334,-0.189
1929,12,-0.596,-0.756,-0.71,-0.7
1930,1,-0.435,-0.526,-0.418,-0.388
1930,2,-0.395,-0.496,-0.5,-0.487
1930,3,-0.258,-0.306,-0.318,-0.27
1930,4,-0.309,-0.476,-0.425,-0.328
1930,5,-0.309,-0.456,-0.394,-0.317
1930,6,-0.273,-0.426,-0.437,-0.304
1930,7,-0.23,-0.416,-0.331,-0.261
1930,8,-0.164,-0.356,-0.322,-0.176
1930,9,-0.187,-0.346,-0.296,-0.135
1930,10,-0.197,-0.306,-0.279,-0.188
1930,11,-0.03,-0.066,-0.084,0.049
1930,12,-0.187,-0.286,-0.203,-0.158
1931,1,-0.115,-0.326,-0.277,-0.229
1931,2,-0.27,-0.466,-0.416,-0.33
1931,3,-0.231,-0.306,-0.293,-0.244
1931,4,-0.29,-0.446,-0.39,-0.291
1931,5,-0.274,-0.426,-0.423,-0.32
1931,6,-0.148,-0.296,-0.278,-0.13
1931,7,-0.106,-0.256,-0.205,-0.075
1931,8,-0.162,-0.256,-0.218,-0.103
1931,9,-0.158,-0.296,-0.246,-0.135
1931,10,-0.154,-0.206,-0.119,-0.067
1931,11,-0.261,-0.346,-0.264,-0.159
1931,12,-0.213,-0.326,-0.175,-0.172
1932,1,0.049,-0.086,-0.068,-0.023
1932,2,-0.304,-0.416,-0.359,-0.279
1932,3,-0.351,-0.416,-0.304,-0.306
1932,4,-0.177,-0.286,-0.16,-0.093
1932,5,-0.277,-0.416,-0.271,-0.221
1932,6,-0.299,-0.526,-0.414,-0.344
1932,7,-0.236,-0.466,-0.376,-0.231
1932,8,-0.305,-0.466,-0.399,-0.284
1932,9,-0.147,-0.346,-0.224,-0.084
1932,10,-0.284,-0.336,-0.266,-0.212
1932,11,-0.343,-0.496,-0.513,-0.39
1932,12,-0.302,-0.486,-0.376,-0.362
1933,1,-0.403,-0.566,-0.437,-0.396
1933,2,-0.432,-0.566,-0.471,-0.387
1933,3,-0.456,-0.526,-0.504,-0.468
1933,4,-0.33,-0.486,-0.457,-0.357
1933,5,-0.321,-0.516,-0.473,-0.353
1933,6,-0.369,-0.566,-0.598,-0.461
1933,7,-0.293,-0.446,-0.48,-0.327
1933,8,-0.287,-0.466,-0.414,-0.251
1933,9,-0.343,-0.496,-0.515,-0.371
1933,10,-0.312,-0.436,-0.465,-0.339
1933,11,-0.424,-0.526,-0.572,-0.429
1933,12,-0.639,-0.686,-0.615,-0.611
1934,1,-0.333,-0.476,-0.482,-0.42
1934,2,-0.273,-0.266,-0.311,-0.225
1934,3,-0.504,-0.556,-0.571,-0.531
1934,4,-0.358,-0.526,-0.528,-0.415
1934,5,-0.19,-0.336,-0.338,-0.246
1934,6,-0.151,-0.386,-0.351,-0.193
1934,7,-0.176,-0.336,-0.337,-0.215
1934,8,-0.166,-0.336,-0.36,-0.216
1934,9,-0.209,-0.386,-0.391,-0.224
1934,10,-0.199,-0.306,-0.235,-0.14
1934,11,-0.086,-0.196,-0.166,-0.04
1934,12,-0.25,-0.266,-0.238,-0.229
1935,1,-0.341,-0.566,-0.521,-0.438
1935,2,-0.007,-0.086,-0.148,-0.041
1935,3,-0.338,-0.356,-0.34,-0.27
1935,4,-0.381,-0.586,-0.524,-0.384
1935,5,-0.353,-0.536,-0.472,-0.31
1935,6,-0.296,-0.496,-0.398,-0.288
1935,7,-0.25,-0.456,-0.383,-0.242
1935,8,-0.262,-0.446,-0.405,-0.275
1935,9,-0.249,-0.436,-0.43,-0.269
1935,10,-0.183,-0.306,-0.241,-0.161
1935,11,-0.416,-0.506,-0.584,-0.44
1935,12,-0.382,-0.426,-0.376,-0.357
1936,1,-0.418,-0.516,-0.504,-0.482
1936,2,-0.473,-0.616,-0.525,-0.425
1936,3,-0.418,-0.456,-0.495,-0.445
1936,4,-0.321,-0.426,-0.396,-0.29
1936,5,-0.268,-0.406,-0.376,-0.285
1936,6,-0.269,-0.436,-0.372,-0.246
1936,7,-0.129,-0.316,-0.265,-0.131
1936,8,-0.153,-0.366,-0.303,-0.149
1936,9,-0.216,-0.326,-0.332,-0.216
1936,10,-0.114,-0.266,-0.186,-0.083
1936,11,-0.179,-0.266,-0.272,-0.119
1936,12,-0.122,-0.256,-0.164,-0.104
1937,1,-0.242,-0.366,-0.219,-0.192
1937,2,-0.069,-0.196,-0.107,-0.028
1937,3,-0.387,-0.416,-0.318,-0.338
1937,4,-0.243,-0.396,-0.29,-0.206
1937,5,-0.191,-0.306,-0.235,-0.17
1937,6,-0.114,-0.286,-0.196,-0.084
1937,7,-0.053,-0.286,-0.172,-0.036
1937,8,-0.023,-0.216,-0.166,-0.04
1937,9,0.007,-0.116,-0.089,0.011
1937,10,0.012,-0.146,-0.045,0.071
1937,11,-0.106,-0.136,-0.111,-0.001
1937,12,-0.221,-0.346,-0.178,-0.156
1938,1,-0.095,-0.216,-0.082,-0.042
1938,2,-0.091,-0.256,-0.139,-0.108
1938,3,-0.051,-0.156,-0.105,-0.091
1938,4,-0.031,-0.196,-0.092,-0.031
1938,5,-0.2,-0.336,-0.274,-0.233
1938,6,-0.167,-0.416,-0.319,-0.18
1938,7,-0.152,-0.326,-0.289,-0.175
1938,8,-0.093,-0.296,-0.217,-0.09
1938,9,-0.052,-0.216,-0.143,-0.043
1938,10,0.033,-0.116,0.024,0.094
1938,11,-0.087,-0.196,-0.129,-0.011
1938,12,-0.404,-0.446,-0.311,-0.327
1939,1,-0.176,-0.306,-0.233,-0.208
1939,2,-0.153,-0.316,-0.298,-0.196
1939,3,-0.379,-0.426,-0.374,-0.378
1939,4,-0.214,-0.326,-0.205,-0.147
1939,5,-0.139,-0.296,-0.128,-0.066
1939,6,-0.046,-0.316,-0.2,-0.096
1939,7,-0.061,-0.306,-0.211,-0.074
1939,8,-0.072,-0.306,-0.227,-0.099
1939,9,-0.189,-0.296,-0.247,-0.086
1939,10,-0.386,-0.256,-0.304,-0.276
1939,11,-0.237,-0.176,-0.277,-0.097
1939,12,0.121,0.214,0.224,0.206
1940,1,-0.3,-0.286,-0.057,-0.088
1940,2,-0.151,-0.106,-0.095,-0.047
1940,3,-0.227,-0.076,-0.128,-0.218
1940,4,-0.061,-0.046,-0.055,0.029
1940,5,-0.089,-0.136,-0.166,-0.106
1940,6,-0.074,-0.156,-0.185,-0.054
1940,7,0.037,-0.106,-0.043,0.055
1940,8,-0.065,-0.186,-0.141,-0.017
1940,9,0.014,-0.106,-0.065,0.035
1940,10,-0.097,-0.156,-0.163,-0.094
1940,11,-0.175,-0.056,-0.234,-0.119
1940,12,0.053,0.044,0.032,0.079
1941,1,-0.2,-0.026,-0.16,-0.145
1941,2,-0.125,0.094,-0.037,0.003
1941,3,-0.244,-0.156,-0.22,-0.216
1941,4,-0.089,-0.066,-0.167,-0.058
1941,5,-0.13,-0.096,-0.133,-0.075
1941,6,0.011,-0.116,-0.123,-0.014
1941,7,0.014,-0.026,-0.056,0.042
1941,8,-0.084,-0.096,-0.187,-0.094
1941,9,-0.243,-0.216,-0.37,-0.254
1941,10,0.108,0.104,0.041,0.117
1941,11,-0.057,0.004,-0.194,-0.101
1941,12,-0.013,-0.026,0.055,0.077
1942,1,0.098,0.024,0.159,0.154
1942,2,-0.196,-0.216,-0.21,-0.171
1942,3,-0.198,-0.136,-0.135,-0.147
1942,4,-0.173,-0.126,-0.217,-0.177
1942,5,-0.127,-0.146,-0.165,-0.097
1942,6,-0.074,-0.186,-0.201,-0.072
1942,7,-0.189,-0.226,-0.251,-0.148
1942,8,-0.175,-0.266,-0.304,-0.195
1942,9,-0.106,-0.276,-0.29,-0.164
1942,10,-0.192,-0.236,-0.202,-0.163
1942,11,-0.174,-0.156,-0.174,-0.124
1942,12,-0.108,-0.156,-0.058,-0.021
1943,1,-0.322,-0.276,-0.239,-0.256
1943,2,-0.04,-0.096,-0.091,-0.075
1943,3,-0.312,-0.316,-0.245,-0.226
1943,4,-0.111,-0.166,-0.092,-0.062
1943,5,-0.126,-0.186,-0.148,-0.078
1943,6,-0.204,-0.296,-0.274,-0.134
1943,7,-0.105,-0.156,-0.177,-0.16
1943,8,-0.117,-0.226,-0.15,-0.059
1943,9,-0.133,-0.176,-0.193,-0.119
1943,10,0.121,-0.016,0.088,0.156
1943,11,-0.094,-0.036,-0.06,0.045
1943,12,0.083,0.014,0.037,0.059
1944,1,0.173,0.124,0.143,0.153
1944,2,0.017,0.034,0.008,0.05
1944,3,0.027,0.034,0.032,0.077
1944,4,-0.062,-0.036,-0.054,-0.019
1944,5,-0.051,-0.036,-0.066,-0.004
1944,6,0.044,-0.036,-0.113,-0.028
1944,7,0.112,-0.046,-0.069,0.038
1944,8,0.128,-0.066,-0.014,0.085
1944,9,0.185,0.064,-0.04,0.071
1944,10,0.101,0.024,0.039,0.09
1944,11,-0.101,-0.136,-0.182,-0.074
1944,12,-0.142,-0.206,-0.106,-0.056
1945,1,-0.118,-0.136,-0.102,-0.084
1945,2,-0.211,-0.246,-0.253,-0.188
1945,3,-0.156,-0.166,-0.179,-0.15
1945,4,0.06,-0.046,-0.053,-0.017
1945,5,-0.216,-0.186,-0.249,-0.186
1945,6,-0.111,-0.236,-0.255,-0.138
1945,7,-0.192,-0.206,-0.272,-0.181
1945,8,0.256,0.034,-0.017,0.152
1945,9,0.053,-0.016,-0.144,-0.046
1945,10,0.065,-0.046,-0.022,0.101
1945,11,-0.12,-0.156,-0.231,-0.107
1945,12,-0.31,-0.316,-0.293,-0.311
1946,1,-0.012,-0.086,-0.143,-0.068
1946,2,-0.069,-0.166,-0.231,-0.204
1946,3,-0.17,-0.226,-0.125,-0.116
1946,4,0.031,-0.176,-0.106,-0.012
1946,5,-0.218,-0.316,-0.24,-0.183
1946,6,-0.363,-0.446,-0.358,-0.361
1946,7,-0.151,-0.366,-0.241,-0.132
1946,8,-0.255,-0.396,-0.356,-0.255
1946,9,-0.123,-0.306,-0.279,-0.153
1946,10,-0.16,-0.296,-0.187,-0.097
1946,11,-0.202,-0.286,-0.233,-0.192
1946,12,-0.469,-0.586,-0.386,-0.424
1947,1,-0.221,-0.356,-0.115,-0.187
1947,2,-0.282,-0.306,-0.089,-0.098
1947,3,-0.172,-0.156,-0.005,-0.084
1947,4,-0.019,-0.166,-0.084,-0.046
1947,5,-0.165,-0.266,-0.188,-0.121
1947,6,-0.104,-0.216,-0.208,-0.137
1947,7,-0.111,-0.306,-0.19,-0.112
1947,8,-0.148,-0.326,-0.259,-0.175
1947,9,-0.176,-0.356,-0.225,-0.149
1947,10,-0.04,-0.176,-0.003,-0.011
